dataset_file,column,description,unit_or_format,provenance_link
data/analysis_ready/aws_us_matched_regions.csv,pue_2022,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/aws_us_matched_regions.csv,pue_2023,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/aws_us_matched_regions.csv,pue_2024,Operator-reported FY2024 power usage effectiveness.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/aws_us_matched_regions.csv,pue_2025,Operator-reported FY2025 power usage effectiveness.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/aws_us_matched_regions.csv,wue_2024,Operator-reported FY2024 water usage effectiveness in liters withdrawn per IT kWh.,L/IT kWh,Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/aws_us_matched_regions.csv,wue_2025,Operator-reported FY2025 water usage effectiveness in liters withdrawn per IT kWh.,L/IT kWh,Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/aws_us_matched_regions.csv,operator,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/aws_us_matched_regions.csv,source_file,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/aws_us_matched_regions.csv,retrieved,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/aws_us_matched_regions.csv,wue_unit,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/aws_us_matched_regions.csv,source_id,Stable identifier linking a value to metadata/source_register.csv.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/aws_us_matched_regions.csv,source_url,Primary public URL for the source.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/aws_us_matched_regions.csv,source_locator,"Printed page, table, station, dataset identifier, or webpage section containing the value.","text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/aws_us_matched_regions.csv,pue_status,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/aws_us_matched_regions.csv,wue_status,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
