category,value_mgd,record,series_type,source_ids,source_locators,scientific_boundary
Municipal beneficial reuse,26.06380818058999,2018-03-03,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,33.08060239768894,2018-03-04,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,24.828468948770283,2018-03-04,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,35.01966775758853,2018-03-05,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,26.92962043918295,2018-03-05,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,33.96888406142787,2018-03-06,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,25.965419915635017,2018-03-06,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,33.931132498466596,2018-03-07,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,25.69129362302275,2018-03-07,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,33.41093857145238,2018-03-08,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,25.254954034314498,2018-03-08,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,33.45590057466959,2018-03-09,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,25.20432388479049,2018-03-09,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,33.58626295342705,2018-03-10,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,25.32666107828082,2018-03-10,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,33.381457855612496,2018-03-11,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,24.904837572883025,2018-03-11,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,33.16864419508864,2018-03-12,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,24.55541378321471,2018-03-12,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,33.551926110894456,2018-03-13,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,24.890090982825537,2018-03-13,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,33.06853364725027,2018-03-14,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,24.280736821417477,2018-03-14,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,31.925811903304588,2018-03-15,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,23.280166567656792,2018-03-15,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,31.637753208257728,2018-03-16,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,23.115932090525465,2018-03-16,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,31.454555888237763,2018-03-17,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,22.8823789066032,2018-03-17,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,33.187087362908976,2018-03-18,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,24.600695471535445,2018-03-18,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,33.47853760807253,2018-03-19,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,24.594774133184256,2018-03-19,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,34.35579010661301,2018-03-20,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,25.28773640542418,2018-03-20,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,33.28670478636828,2018-03-21,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,24.28644854511736,2018-03-21,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,32.34025352175865,2018-03-22,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,23.55367573828885,2018-03-22,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,32.083541689735874,2018-03-23,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,23.47082567058228,2018-03-23,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,33.5576803760619,2018-03-24,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,24.68263509077076,2018-03-24,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
